timestamp,ofi_best,ofi_multi_1,ofi_multi_2,ofi_multi_3,ofi_multi_4,ofi_multi_5,ofi_multi_6,ofi_multi_7,ofi_multi_8,ofi_multi_9,ofi_multi_10,ofi_int
2024-10-21 11:54:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013630789768795354
2024-10-21 11:55:00+00:00,-317.0,-259.53764872572026,-132.05304906902094,136.10528575131855,63.80471290464546,34.58066747011558,-30.119421191220212,24.659696394160648,-2.018965179946554,-7.438449969971394,-7.308105294777086,-0.3560060818865778
2024-10-21 11:56:00+00:00,199.0,162.92741986251838,0.0,-109.76232721880528,0.0,-1.4715177646857693,0.0,0.0,0.20189651799465538,0.0,0.0,0.11260908213935972
2024-10-21 11:57:00+00:00,-325.0,-266.0874947503441,-129.37176888487838,77.93125232535175,-49.875515017011594,-97.48805191043222,82.8284082758556,-20.960741935036552,-7.268274647807594,66.2848541768562,-13.398193040424658,0.687791375407937
2024-10-21 11:58:00+00:00,492.0,402.8155305143671,295.61114030171694,-104.82302249395904,-31.00369852408829,63.643143322659526,-52.708987084635375,-3.6989544591240975,9.287239827754147,-58.846404206884806,20.706298335201744,-0.45781174835986177
2024-10-21 11:59:00+00:00,-142.0,-116.25976693707342,-50.27400345267295,-95.4932246803606,78.18323975639655,-63.643143322659526,46.986297058303535,-27.125666033576714,-49.66654342668522,65.95425640041303,-81.065834658731,1.2124097971779741
2024-10-21 12:00:00+00:00,648.0,530.5375279945322,-211.1508145012264,199.21862390213158,55.267462586418254,-1.8393972058572117,0.0,22.193726754744585,-11.104308489706046,-16.364589933937065,-0.6766764161830635,-0.5059089962313488
2024-10-21 12:01:00+00:00,-499.0,-408.5466457859129,294.94082025568133,-181.10783991102872,120.42016238341537,65.1146610873453,-71.6842224351041,29.59163567299278,40.58120011692573,-47.936677584260096,87.83259882056164,-0.37050998707496957
2024-10-21 12:02:00+00:00,300.0,245.61922592339454,-294.94082025568133,282.6379925884236,-174.7889670415992,-58.12495170508789,71.6842224351041,-51.78536242773736,-29.476891627219686,64.30126751819716,-87.15592240437859,0.28972778320221343
2024-10-21 12:03:00+00:00,-499.0,-408.5466457859129,328.4568225574633,-109.76232721880528,-1.3479868923516647,-0.36787944117144233,-28.613450131659203,24.659696394160648,-20.189651799465537,1.6529888822158654,6.090087745647572,0.22431728264540282
